Column1,Column2,Column3,Column4,county,Net Reported Quantity
2011,17,IL,1,ADAMS                         ,881
2011,17,IL,1,ADAMS                         ,83
2011,17,IL,1,ADAMS                         ,926
2011,17,IL,1,ADAMS                         ,16485
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,72
2011,17,IL,1,ADAMS                         ,696
2011,17,IL,1,ADAMS                         ,1182
2011,17,IL,1,ADAMS                         ,4831
2011,17,IL,1,ADAMS                         ,16136
2011,17,IL,1,ADAMS                         ,28276
2011,17,IL,1,ADAMS                         ,31923
2011,17,IL,1,ADAMS                         ,5257
2011,17,IL,1,ADAMS                         ,15
2011,17,IL,1,ADAMS                         ,2420
2011,17,IL,1,ADAMS                         ,4951
2011,17,IL,1,ADAMS                         ,5359
2011,17,IL,1,ADAMS                         ,11321
2011,17,IL,1,ADAMS                         ,1860
2011,17,IL,1,ADAMS                         ,1784
2011,17,IL,1,ADAMS                         ,99
2011,17,IL,1,ADAMS                         ,434
2011,17,IL,1,ADAMS                         ,1447
2011,17,IL,1,ADAMS                         ,1220
2011,17,IL,1,ADAMS                         ,657
2011,17,IL,1,ADAMS                         ,219
2011,17,IL,1,ADAMS                         ,3443
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,728
2011,17,IL,1,ADAMS                         ,98
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,198
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,6148
2011,17,IL,1,ADAMS                         ,4
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,1573
2011,17,IL,1,ADAMS                         ,1176
2011,17,IL,1,ADAMS                         ,4762
2011,17,IL,1,ADAMS                         ,17201
2011,17,IL,1,ADAMS                         ,21090
2011,17,IL,1,ADAMS                         ,18273
2011,17,IL,1,ADAMS                         ,2367
2011,17,IL,1,ADAMS                         ,288
2011,17,IL,1,ADAMS                         ,1648
2011,17,IL,1,ADAMS                         ,658
2011,17,IL,1,ADAMS                         ,4562
2011,17,IL,1,ADAMS                         ,5274
2011,17,IL,1,ADAMS                         ,499
2011,17,IL,1,ADAMS                         ,1402
2011,17,IL,1,ADAMS                         ,284
2011,17,IL,1,ADAMS                         ,611
2011,17,IL,1,ADAMS                         ,1932
2011,17,IL,1,ADAMS                         ,1000
2011,17,IL,1,ADAMS                         ,1097
2011,17,IL,1,ADAMS                         ,242
2011,17,IL,1,ADAMS                         ,0
2011,17,IL,1,ADAMS                         ,4273
2011,17,IL,1,ADAMS                         ,53
2011,17,IL,1,ADAMS                         ,24
2011,17,IL,1,ADAMS                         ,1218
2011,17,IL,1,ADAMS                         ,1291
2011,17,IL,1,ADAMS                         ,1187
2011,17,IL,1,ADAMS                         ,78
2011,17,IL,1,ADAMS                         ,393
2011,17,IL,1,ADAMS                         ,7
2011,17,IL,1,ADAMS                         ,342
2011,17,IL,1,ADAMS                         ,19
2011,17,IL,1,ADAMS                         ,213
2011,17,IL,1,ADAMS                         ,226
2011,17,IL,3,ALEXANDER                     ,72
2011,17,IL,3,ALEXANDER                     ,0
2011,17,IL,3,ALEXANDER                     ,754
