Column1,Column2,Column3,Column4,Column5,county,Net Reported Quantity
2014,17,IL,1,Adams                         ,ADAMS                         ,358
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,20595
2014,17,IL,1,Adams                         ,ADAMS                         ,437
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,302
2014,17,IL,1,Adams                         ,ADAMS                         ,330
2014,17,IL,1,Adams                         ,ADAMS                         ,1871
2014,17,IL,1,Adams                         ,ADAMS                         ,6757
2014,17,IL,1,Adams                         ,ADAMS                         ,28238
2014,17,IL,1,Adams                         ,ADAMS                         ,56668
2014,17,IL,1,Adams                         ,ADAMS                         ,29492
2014,17,IL,1,Adams                         ,ADAMS                         ,229
2014,17,IL,1,Adams                         ,ADAMS                         ,48
2014,17,IL,1,Adams                         ,ADAMS                         ,2617
2014,17,IL,1,Adams                         ,ADAMS                         ,1679
2014,17,IL,1,Adams                         ,ADAMS                         ,154
2014,17,IL,1,Adams                         ,ADAMS                         ,384
2014,17,IL,1,Adams                         ,ADAMS                         ,614
2014,17,IL,1,Adams                         ,ADAMS                         ,430
2014,17,IL,1,Adams                         ,ADAMS                         ,403
2014,17,IL,1,Adams                         ,ADAMS                         ,383
2014,17,IL,1,Adams                         ,ADAMS                         ,30
2014,17,IL,1,Adams                         ,ADAMS                         ,26
2014,17,IL,1,Adams                         ,ADAMS                         ,756
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,111
2014,17,IL,1,Adams                         ,ADAMS                         ,3
2014,17,IL,1,Adams                         ,ADAMS                         ,424
2014,17,IL,1,Adams                         ,ADAMS                         ,6003
2014,17,IL,1,Adams                         ,ADAMS                         ,17
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,1112
2014,17,IL,1,Adams                         ,ADAMS                         ,97
2014,17,IL,1,Adams                         ,ADAMS                         ,1129
2014,17,IL,1,Adams                         ,ADAMS                         ,2458
2014,17,IL,1,Adams                         ,ADAMS                         ,6363
2014,17,IL,1,Adams                         ,ADAMS                         ,25713
2014,17,IL,1,Adams                         ,ADAMS                         ,40592
2014,17,IL,1,Adams                         ,ADAMS                         ,22443
2014,17,IL,1,Adams                         ,ADAMS                         ,102
2014,17,IL,1,Adams                         ,ADAMS                         ,330
2014,17,IL,1,Adams                         ,ADAMS                         ,549
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,19
2014,17,IL,1,Adams                         ,ADAMS                         ,537
2014,17,IL,1,Adams                         ,ADAMS                         ,108
2014,17,IL,1,Adams                         ,ADAMS                         ,233
2014,17,IL,1,Adams                         ,ADAMS                         ,1306
2014,17,IL,1,Adams                         ,ADAMS                         ,313
2014,17,IL,1,Adams                         ,ADAMS                         ,165
2014,17,IL,1,Adams                         ,ADAMS                         ,45
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,871
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,58
2014,17,IL,1,Adams                         ,ADAMS                         ,390
2014,17,IL,1,Adams                         ,ADAMS                         ,1069
2014,17,IL,1,Adams                         ,ADAMS                         ,2723
2014,17,IL,1,Adams                         ,ADAMS                         ,49
2014,17,IL,1,Adams                         ,ADAMS                         ,87
2014,17,IL,1,Adams                         ,ADAMS                         ,7
2014,17,IL,1,Adams                         ,ADAMS                         ,119
2014,17,IL,1,Adams                         ,ADAMS                         ,0
2014,17,IL,1,Adams                         ,ADAMS                         ,33
2014,17,IL,1,Adams                         ,ADAMS                         ,128
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,847
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,276
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,263
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,221
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,1881
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,2704
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,1020
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,744
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,294
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,19
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,1381
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,464
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,386
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,2697
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,3108
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,2550
2014,17,IL,3,Alexander                     ,ALEXANDER                     ,6899
