Column1,Column2,Column3,Column4,Column5,county,Net Reported Quantity
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,608
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,28
2020,17,IL,1,Adams                         ,ADAMS                         ,3882
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,408
2020,17,IL,1,Adams                         ,ADAMS                         ,739
2020,17,IL,1,Adams                         ,ADAMS                         ,67
2020,17,IL,1,Adams                         ,ADAMS                         ,561
2020,17,IL,1,Adams                         ,ADAMS                         ,1229
2020,17,IL,1,Adams                         ,ADAMS                         ,5122
2020,17,IL,1,Adams                         ,ADAMS                         ,31452
2020,17,IL,1,Adams                         ,ADAMS                         ,73715
2020,17,IL,1,Adams                         ,ADAMS                         ,23139
2020,17,IL,1,Adams                         ,ADAMS                         ,55
2020,17,IL,1,Adams                         ,ADAMS                         ,36
2020,17,IL,1,Adams                         ,ADAMS                         ,1190
2020,17,IL,1,Adams                         ,ADAMS                         ,
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,44
2020,17,IL,1,Adams                         ,ADAMS                         ,322
2020,17,IL,1,Adams                         ,ADAMS                         ,479
2020,17,IL,1,Adams                         ,ADAMS                         ,223
2020,17,IL,1,Adams                         ,ADAMS                         ,1175
2020,17,IL,1,Adams                         ,ADAMS                         ,887
2020,17,IL,1,Adams                         ,ADAMS                         ,3639
2020,17,IL,1,Adams                         ,ADAMS                         ,711
2020,17,IL,1,Adams                         ,ADAMS                         ,262
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,61
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,0
2020,17,IL,1,Adams                         ,ADAMS                         ,114
