Column1,Column2,Column3,Column4,county,Net Reported Quantity
2004,17,IL,1,ADAMS                         ,
2004,17,IL,1,ADAMS                         ,3163243
2004,17,IL,1,ADAMS                         ,599
2004,17,IL,1,ADAMS                         ,441
2004,17,IL,1,ADAMS                         ,195
2004,17,IL,1,ADAMS                         ,5836
2004,17,IL,1,ADAMS                         ,2432
2004,17,IL,1,ADAMS                         ,754
2004,17,IL,1,ADAMS                         ,26
2004,17,IL,1,ADAMS                         ,9844
2004,17,IL,1,ADAMS                         ,621
2004,17,IL,1,ADAMS                         ,1821
2004,17,IL,1,ADAMS                         ,1698
2004,17,IL,1,ADAMS                         ,2054
2004,17,IL,1,ADAMS                         ,1063
2004,17,IL,1,ADAMS                         ,
2004,17,IL,1,ADAMS                         ,69
2004,17,IL,1,ADAMS                         ,44
2004,17,IL,1,ADAMS                         ,885
2004,17,IL,1,ADAMS                         ,0
2004,17,IL,1,ADAMS                         ,1099
2004,17,IL,1,ADAMS                         ,419
2004,17,IL,1,ADAMS                         ,161
2004,17,IL,1,ADAMS                         ,215
2004,17,IL,1,ADAMS                         ,30632
2004,17,IL,1,ADAMS                         ,27372
2004,17,IL,1,ADAMS                         ,17336
2004,17,IL,1,ADAMS                         ,3901
2004,17,IL,1,ADAMS                         ,0
2004,17,IL,1,ADAMS                         ,0
2004,17,IL,1,ADAMS                         ,0
2004,17,IL,1,ADAMS                         ,32
2004,17,IL,1,ADAMS                         ,
2004,17,IL,1,ADAMS                         ,589
2004,17,IL,1,ADAMS                         ,3773
2004,17,IL,1,ADAMS                         ,254
2004,17,IL,1,ADAMS                         ,6760
2004,17,IL,1,ADAMS                         ,1733
2004,17,IL,1,ADAMS                         ,1334
2004,17,IL,1,ADAMS                         ,95
2004,17,IL,1,ADAMS                         ,11292
2004,17,IL,1,ADAMS                         ,5640
2004,17,IL,1,ADAMS                         ,382
2004,17,IL,1,ADAMS                         ,927
2004,17,IL,1,ADAMS                         ,1210
2004,17,IL,1,ADAMS                         ,2081
2004,17,IL,1,ADAMS                         ,689
2004,17,IL,1,ADAMS                         ,610
2004,17,IL,1,ADAMS                         ,0
2004,17,IL,1,ADAMS                         ,73
2004,17,IL,1,ADAMS                         ,116
2004,17,IL,1,ADAMS                         ,175
2004,17,IL,1,ADAMS                         ,0
2004,17,IL,1,ADAMS                         ,127
2004,17,IL,1,ADAMS                         ,389
2004,17,IL,1,ADAMS                         ,163
2004,17,IL,1,ADAMS                         ,124
2004,17,IL,1,ADAMS                         ,20937
2004,17,IL,1,ADAMS                         ,23881
2004,17,IL,1,ADAMS                         ,8840
2004,17,IL,1,ADAMS                         ,3570
2004,17,IL,1,ADAMS                         ,86
2004,17,IL,1,ADAMS                         ,41
2004,17,IL,1,ADAMS                         ,1284
2004,17,IL,1,ADAMS                         ,39
2004,17,IL,1,ADAMS                         ,211
2004,17,IL,1,ADAMS                         ,887
2004,17,IL,1,ADAMS                         ,963
2004,17,IL,1,ADAMS                         ,143
2004,17,IL,1,ADAMS                         ,403
2004,17,IL,3,ALEXANDER                     ,1032
2004,17,IL,3,ALEXANDER                     ,295
2004,17,IL,3,ALEXANDER                     ,305
2004,17,IL,3,ALEXANDER                     ,256
2004,17,IL,3,ALEXANDER                     ,450
2004,17,IL,3,ALEXANDER                     ,5891
2004,17,IL,3,ALEXANDER                     ,247
2004,17,IL,3,ALEXANDER                     ,947
2004,17,IL,3,ALEXANDER                     ,227
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,627
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,234
2004,17,IL,3,ALEXANDER                     ,
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,4378
2004,17,IL,3,ALEXANDER                     ,1141
2004,17,IL,3,ALEXANDER                     ,717
2004,17,IL,3,ALEXANDER                     ,524
2004,17,IL,3,ALEXANDER                     ,22139
2004,17,IL,3,ALEXANDER                     ,56
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,273
2004,17,IL,3,ALEXANDER                     ,780
2004,17,IL,3,ALEXANDER                     ,390
2004,17,IL,3,ALEXANDER                     ,273
2004,17,IL,3,ALEXANDER                     ,132
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,3,ALEXANDER                     ,
2004,17,IL,3,ALEXANDER                     ,
2004,17,IL,3,ALEXANDER                     ,457
2004,17,IL,3,ALEXANDER                     ,
2004,17,IL,3,ALEXANDER                     ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,413
2004,17,IL,5,BOND                          ,78
2004,17,IL,5,BOND                          ,99
2004,17,IL,5,BOND                          ,1955
2004,17,IL,5,BOND                          ,925
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,2229
2004,17,IL,5,BOND                          ,403
2004,17,IL,5,BOND                          ,619
2004,17,IL,5,BOND                          ,4748
2004,17,IL,5,BOND                          ,21047
2004,17,IL,5,BOND                          ,4921
2004,17,IL,5,BOND                          ,942
2004,17,IL,5,BOND                          ,109
2004,17,IL,5,BOND                          ,712
2004,17,IL,5,BOND                          ,610
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,121
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,211
2004,17,IL,5,BOND                          ,2518
2004,17,IL,5,BOND                          ,5725
2004,17,IL,5,BOND                          ,3523
2004,17,IL,5,BOND                          ,1076
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,52
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,327
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,2380
2004,17,IL,5,BOND                          ,41
2004,17,IL,5,BOND                          ,397
2004,17,IL,5,BOND                          ,4739
2004,17,IL,5,BOND                          ,2030
2004,17,IL,5,BOND                          ,431
2004,17,IL,5,BOND                          ,288
2004,17,IL,5,BOND                          ,1816
2004,17,IL,5,BOND                          ,5114
2004,17,IL,5,BOND                          ,1071
2004,17,IL,5,BOND                          ,2263
2004,17,IL,5,BOND                          ,29374
2004,17,IL,5,BOND                          ,3042
2004,17,IL,5,BOND                          ,300
2004,17,IL,5,BOND                          ,339
2004,17,IL,5,BOND                          ,829
2004,17,IL,5,BOND                          ,115
2004,17,IL,5,BOND                          ,0
2004,17,IL,5,BOND                          ,1212
2004,17,IL,5,BOND                          ,147
2004,17,IL,5,BOND                          ,4529
2004,17,IL,5,BOND                          ,2721
2004,17,IL,5,BOND                          ,2437
2004,17,IL,5,BOND                          ,859
2004,17,IL,5,BOND                          ,550
2004,17,IL,5,BOND                          ,4332
2004,17,IL,5,BOND                          ,464
2004,17,IL,5,BOND                          ,2183
2004,17,IL,5,BOND                          ,831
2004,17,IL,5,BOND                          ,313
2004,17,IL,5,BOND                          ,184
2004,17,IL,5,BOND                          ,2726
2004,17,IL,5,BOND                          ,3762
2004,17,IL,5,BOND                          ,961
