Column1,Column2,Column3,Column4,Column5,county,Net Reported Quantity
2005,17,IL,1,Adams                         ,ADAMS                         ,69
2005,17,IL,1,Adams                         ,ADAMS                         ,0
2005,17,IL,1,Adams                         ,ADAMS                         ,0
2005,17,IL,1,Adams                         ,ADAMS                         ,0
2005,17,IL,1,Adams                         ,ADAMS                         ,3723340
2005,17,IL,1,Adams                         ,ADAMS                         ,805
2005,17,IL,1,Adams                         ,ADAMS                         ,537
2005,17,IL,1,Adams                         ,ADAMS                         ,806
2005,17,IL,1,Adams                         ,ADAMS                         ,5672
2005,17,IL,1,Adams                         ,ADAMS                         ,3093
2005,17,IL,1,Adams                         ,ADAMS                         ,793
2005,17,IL,1,Adams                         ,ADAMS                         ,31
2005,17,IL,1,Adams                         ,ADAMS                         ,10280
2005,17,IL,1,Adams                         ,ADAMS                         ,1009
2005,17,IL,1,Adams                         ,ADAMS                         ,692
2005,17,IL,1,Adams                         ,ADAMS                         ,864
2005,17,IL,1,Adams                         ,ADAMS                         ,1631
2005,17,IL,1,Adams                         ,ADAMS                         ,1805
2005,17,IL,1,Adams                         ,ADAMS                         ,523
2005,17,IL,1,Adams                         ,ADAMS                         ,73
2005,17,IL,1,Adams                         ,ADAMS                         ,393
2005,17,IL,1,Adams                         ,ADAMS                         ,311
2005,17,IL,1,Adams                         ,ADAMS                         ,199
2005,17,IL,1,Adams                         ,ADAMS                         ,2375
2005,17,IL,1,Adams                         ,ADAMS                         ,0
2005,17,IL,1,Adams                         ,ADAMS                         ,163
2005,17,IL,1,Adams                         ,ADAMS                         ,194
2005,17,IL,1,Adams                         ,ADAMS                         ,30414
2005,17,IL,1,Adams                         ,ADAMS                         ,30185
2005,17,IL,1,Adams                         ,ADAMS                         ,21279
2005,17,IL,1,Adams                         ,ADAMS                         ,3866
2005,17,IL,1,Adams                         ,ADAMS                         ,354
2005,17,IL,1,Adams                         ,ADAMS                         ,722
2005,17,IL,1,Adams                         ,ADAMS                         ,4627
2005,17,IL,1,Adams                         ,ADAMS                         ,480
2005,17,IL,1,Adams                         ,ADAMS                         ,5322
2005,17,IL,1,Adams                         ,ADAMS                         ,1755
2005,17,IL,1,Adams                         ,ADAMS                         ,828
2005,17,IL,1,Adams                         ,ADAMS                         ,200
2005,17,IL,1,Adams                         ,ADAMS                         ,8979
2005,17,IL,1,Adams                         ,ADAMS                         ,4420
2005,17,IL,1,Adams                         ,ADAMS                         ,73
2005,17,IL,1,Adams                         ,ADAMS                         ,257
2005,17,IL,1,Adams                         ,ADAMS                         ,619
2005,17,IL,1,Adams                         ,ADAMS                         ,1582
2005,17,IL,1,Adams                         ,ADAMS                         ,231
