Column1,Column2,Column3,Column4,Column5,county,Net Reported Quantity
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,33
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,561
2019,17,IL,1,Adams                         ,ADAMS                         ,60
2019,17,IL,1,Adams                         ,ADAMS                         ,4430
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,287
2019,17,IL,1,Adams                         ,ADAMS                         ,564
2019,17,IL,1,Adams                         ,ADAMS                         ,59
2019,17,IL,1,Adams                         ,ADAMS                         ,938
2019,17,IL,1,Adams                         ,ADAMS                         ,682
2019,17,IL,1,Adams                         ,ADAMS                         ,5937
2019,17,IL,1,Adams                         ,ADAMS                         ,32676
2019,17,IL,1,Adams                         ,ADAMS                         ,72259
2019,17,IL,1,Adams                         ,ADAMS                         ,22150
2019,17,IL,1,Adams                         ,ADAMS                         ,63
2019,17,IL,1,Adams                         ,ADAMS                         ,49
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,178
2019,17,IL,1,Adams                         ,ADAMS                         ,290
2019,17,IL,1,Adams                         ,ADAMS                         ,492
2019,17,IL,1,Adams                         ,ADAMS                         ,262
2019,17,IL,1,Adams                         ,ADAMS                         ,870
2019,17,IL,1,Adams                         ,ADAMS                         ,1017
2019,17,IL,1,Adams                         ,ADAMS                         ,3514
2019,17,IL,1,Adams                         ,ADAMS                         ,19
2019,17,IL,1,Adams                         ,ADAMS                         ,292
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,20
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,70
2019,17,IL,1,Adams                         ,ADAMS                         ,152
2019,17,IL,1,Adams                         ,ADAMS                         ,3957
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,36
2019,17,IL,1,Adams                         ,ADAMS                         ,2966
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,3361
2019,17,IL,1,Adams                         ,ADAMS                         ,134
2019,17,IL,1,Adams                         ,ADAMS                         ,1131
2019,17,IL,1,Adams                         ,ADAMS                         ,1622
2019,17,IL,1,Adams                         ,ADAMS                         ,6582
2019,17,IL,1,Adams                         ,ADAMS                         ,30057
2019,17,IL,1,Adams                         ,ADAMS                         ,56462
2019,17,IL,1,Adams                         ,ADAMS                         ,14716
2019,17,IL,1,Adams                         ,ADAMS                         ,55
2019,17,IL,1,Adams                         ,ADAMS                         ,39
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,373
2019,17,IL,1,Adams                         ,ADAMS                         ,81
2019,17,IL,1,Adams                         ,ADAMS                         ,92
2019,17,IL,1,Adams                         ,ADAMS                         ,470
2019,17,IL,1,Adams                         ,ADAMS                         ,310
2019,17,IL,1,Adams                         ,ADAMS                         ,424
2019,17,IL,1,Adams                         ,ADAMS                         ,1630
2019,17,IL,1,Adams                         ,ADAMS                         ,1132
2019,17,IL,1,Adams                         ,ADAMS                         ,712
2019,17,IL,1,Adams                         ,ADAMS                         ,46
2019,17,IL,1,Adams                         ,ADAMS                         ,53
2019,17,IL,1,Adams                         ,ADAMS                         ,11
2019,17,IL,1,Adams                         ,ADAMS                         ,571
2019,17,IL,1,Adams                         ,ADAMS                         ,1586
2019,17,IL,1,Adams                         ,ADAMS                         ,508
2019,17,IL,1,Adams                         ,ADAMS                         ,228
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,0
2019,17,IL,1,Adams                         ,ADAMS                         ,175
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,1155
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,440
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,154
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,206
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,1746
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,5081
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,342
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,111
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,222
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,521
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,110
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,59
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,367
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,2304
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,2619
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,2423
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,752
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,185
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,7935
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,15060
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,1347
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,983
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,666
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,1287
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,346
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,2148
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,79
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,304
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,556
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,88
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,3,Alexander                     ,ALEXANDER                     ,0
2019,17,IL,999,All Other Counties            ,ALL OTHER COUNTIES            ,0
2019,17,IL,999,All Other Counties            ,ALL OTHER COUNTIES            ,0
2019,17,IL,999,All Other Counties            ,ALL OTHER COUNTIES            ,0
2019,17,IL,999,All Other Counties            ,ALL OTHER COUNTIES            ,0
2019,17,IL,999,All Other Counties            ,ALL OTHER COUNTIES            ,0
2019,17,IL,5,Bond                          ,BOND                          ,42
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,120
2019,17,IL,5,Bond                          ,BOND                          ,198
2019,17,IL,5,Bond                          ,BOND                          ,66
2019,17,IL,5,Bond                          ,BOND                          ,422
2019,17,IL,5,Bond                          ,BOND                          ,222
2019,17,IL,5,Bond                          ,BOND                          ,5901
2019,17,IL,5,Bond                          ,BOND                          ,24604
2019,17,IL,5,Bond                          ,BOND                          ,34717
2019,17,IL,5,Bond                          ,BOND                          ,1627
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,187
2019,17,IL,5,Bond                          ,BOND                          ,26
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,13
2019,17,IL,5,Bond                          ,BOND                          ,58
2019,17,IL,5,Bond                          ,BOND                          ,31
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,130
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,63
2019,17,IL,5,Bond                          ,BOND                          ,748
2019,17,IL,5,Bond                          ,BOND                          ,2876
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,1586
2019,17,IL,5,Bond                          ,BOND                          ,28
2019,17,IL,5,Bond                          ,BOND                          ,2661
2019,17,IL,5,Bond                          ,BOND                          ,1101
2019,17,IL,5,Bond                          ,BOND                          ,8523
2019,17,IL,5,Bond                          ,BOND                          ,21862
2019,17,IL,5,Bond                          ,BOND                          ,33699
2019,17,IL,5,Bond                          ,BOND                          ,4862
2019,17,IL,5,Bond                          ,BOND                          ,77
2019,17,IL,5,Bond                          ,BOND                          ,21
2019,17,IL,5,Bond                          ,BOND                          ,101
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,42
2019,17,IL,5,Bond                          ,BOND                          ,38
2019,17,IL,5,Bond                          ,BOND                          ,146
2019,17,IL,5,Bond                          ,BOND                          ,373
2019,17,IL,5,Bond                          ,BOND                          ,39
2019,17,IL,5,Bond                          ,BOND                          ,130
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,80
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,146
2019,17,IL,5,Bond                          ,BOND                          ,831
2019,17,IL,5,Bond                          ,BOND                          ,2792
2019,17,IL,5,Bond                          ,BOND                          ,5639
2019,17,IL,5,Bond                          ,BOND                          ,2327
2019,17,IL,5,Bond                          ,BOND                          ,160
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,5,Bond                          ,BOND                          ,144
2019,17,IL,5,Bond                          ,BOND                          ,249
2019,17,IL,5,Bond                          ,BOND                          ,0
2019,17,IL,7,Boone                         ,BOONE                         ,37
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,362
2019,17,IL,7,Boone                         ,BOONE                         ,170
2019,17,IL,7,Boone                         ,BOONE                         ,675
2019,17,IL,7,Boone                         ,BOONE                         ,143
2019,17,IL,7,Boone                         ,BOONE                         ,38
2019,17,IL,7,Boone                         ,BOONE                         ,4004
2019,17,IL,7,Boone                         ,BOONE                         ,22708
2019,17,IL,7,Boone                         ,BOONE                         ,39531
2019,17,IL,7,Boone                         ,BOONE                         ,188
2019,17,IL,7,Boone                         ,BOONE                         ,577
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,70
2019,17,IL,7,Boone                         ,BOONE                         ,91
2019,17,IL,7,Boone                         ,BOONE                         ,210
2019,17,IL,7,Boone                         ,BOONE                         ,493
2019,17,IL,7,Boone                         ,BOONE                         ,433
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,33
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,298
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,58
2019,17,IL,7,Boone                         ,BOONE                         ,49
2019,17,IL,7,Boone                         ,BOONE                         ,1129
2019,17,IL,7,Boone                         ,BOONE                         ,10550
2019,17,IL,7,Boone                         ,BOONE                         ,25143
2019,17,IL,7,Boone                         ,BOONE                         ,1142
2019,17,IL,7,Boone                         ,BOONE                         ,373
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,186
2019,17,IL,7,Boone                         ,BOONE                         ,93
2019,17,IL,7,Boone                         ,BOONE                         ,230
2019,17,IL,7,Boone                         ,BOONE                         ,221
2019,17,IL,7,Boone                         ,BOONE                         ,211
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,4
2019,17,IL,7,Boone                         ,BOONE                         ,383
2019,17,IL,7,Boone                         ,BOONE                         ,2341
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,86
2019,17,IL,7,Boone                         ,BOONE                         ,168
2019,17,IL,7,Boone                         ,BOONE                         ,0
2019,17,IL,7,Boone                         ,BOONE                         ,68
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,37
2019,17,IL,9,Brown                         ,BROWN                         ,649
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,105
2019,17,IL,9,Brown                         ,BROWN                         ,166
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,827
2019,17,IL,9,Brown                         ,BROWN                         ,3621
2019,17,IL,9,Brown                         ,BROWN                         ,15138
2019,17,IL,9,Brown                         ,BROWN                         ,13022
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,51
2019,17,IL,9,Brown                         ,BROWN                         ,78
2019,17,IL,9,Brown                         ,BROWN                         ,333
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,44
2019,17,IL,9,Brown                         ,BROWN                         ,2732
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,34
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,0
2019,17,IL,9,Brown                         ,BROWN                         ,774
2019,17,IL,9,Brown                         ,BROWN                         ,2621
2019,17,IL,9,Brown                         ,BROWN                         ,16146
